reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,case_folding,clean,token,normalization,normalization_join,stemming,cleaning
196eb3ad-99b2-45f8-99fd-dcc55152c9e8,Sang Pengembara,https://play-lh.googleusercontent.com/a-/ALV-UjVq8xTdNzWXSRGFSO8XdLEora8y4cldXSMQ5hTk5s--yo2lG8xW,Aplikasi njaluk update kok di update ora keno.. Iki njur Kon nggo ngopo,1,0,,2023-05-06 11:54:46,"Hi kak Sang Pengembara, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-05-06 15:38:55,,negative,aplikasi njaluk update kok di update ora keno.. iki njur kon nggo ngopo,aplikasi njaluk update kok di update ora keno iki njur kon nggo ngopo,"['aplikasi', 'njaluk', 'update', 'kok', 'di', 'update', 'ora', 'keno', 'iki', 'njur', 'kon', 'nggo', 'ngopo']","['aplikasi', 'njaluk', 'perbarui', 'kok', 'di', 'perbarui', 'ora', 'keno', 'ini', 'njur', 'kon', 'nggo', 'menopo']",aplikasi njaluk perbarui kok di perbarui ora keno ini njur kon nggo menopo,"['aplikasi', 'njaluk', 'baru', 'kok', 'di', 'baru', 'ora', 'keno', 'ini', 'njur', 'kon', 'nggo', 'topo']",aplikasi njaluk baru kok di baru ora keno ini njur kon nggo topo
cf24eaac-9022-4b92-84b9-6d6e6b0c657b,agung wibawa,https://play-lh.googleusercontent.com/a/ACg8ocLVVJ_DQ521jjF-qE7mqw0z8BDCWVDFP-w9ZXWLayRcnHicWg=mo,"cari driver nya lama akhirnya gagal, dan saldo poin terpotong, ga balik lagi.",1,0,,2023-05-05 09:13:03,"Hi kak agung wibawa, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-05-05 20:13:41,,negative,"cari driver nya lama akhirnya gagal, dan saldo poin terpotong, ga balik lagi.",cari driver nya lama akhirnya gagal dan saldo poin terpotong ga balik lagi ,"['cari', 'driver', 'nya', 'lama', 'akhirnya', 'gagal', 'dan', 'saldo', 'poin', 'terpotong', 'ga', 'balik', 'lagi']","['cari', 'driver', 'nya', 'lama', 'akhirnya', 'gagal', 'dan', 'saldo', 'pokan', 'terpotong', 'tidak', 'balik', 'lagi']",cari driver nya lama akhirnya gagal dan saldo pokan terpotong tidak balik lagi,"['cari', 'driver', 'nya', 'lama', 'akhir', 'gagal', 'dan', 'saldo', 'pok', 'potong', 'tidak', 'balik', 'lagi']",cari driver nya lama akhir gagal dan saldo pok potong tidak balik lagi
5fbb5969-d89c-4a28-a72e-e1d8734e54d8,Addin Sakha,https://play-lh.googleusercontent.com/a/ACg8ocKhWCbhKcklSie0yNEaLrPXol1qBPifbtmoNWJAnoy-wCj_Xg=mo,"Udah daftar dan dapat poin 100rb tapi belum bisa dipakai all in atau di tarik ke rekening, Saya kasih B5 kalau udah bisa ditarik ke rekening.",3,10,4.3.4,2023-05-05 08:45:04,"Hi kak Addin Sakha, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-05-05 20:13:00,4.3.4,neutral,"udah daftar dan dapat poin 100rb tapi belum bisa dipakai all in atau di tarik ke rekening, saya kasih b5 kalau udah bisa ditarik ke rekening.",udah daftar dan dapat poin rb tapi belum bisa dipakai all in atau di tarik ke rekening saya kasih kalau udah bisa ditarik ke rekening ,"['udah', 'daftar', 'dan', 'dapat', 'poin', 'rb', 'tapi', 'belum', 'bisa', 'dipakai', 'all', 'in', 'atau', 'di', 'tarik', 'ke', 'rekening', 'saya', 'kasih', 'kalau', 'udah', 'bisa', 'ditarik', 'ke', 'rekening']","['sudah', 'daftar', 'dan', 'dapat', 'pokan', 'ribu', 'tetapi', 'belum', 'bisa', 'dipakai', 'all', 'ini', 'atau', 'di', 'tarik', 'ke', 'rekening', 'saya', 'kasih', 'kalau', 'sudah', 'bisa', 'ditarik', 'ke', 'rekening']",sudah daftar dan dapat pokan ribu tetapi belum bisa dipakai all ini atau di tarik ke rekening saya kasih kalau sudah bisa ditarik ke rekening,"['sudah', 'daftar', 'dan', 'dapat', 'pok', 'ribu', 'tetapi', 'belum', 'bisa', 'pakai', 'all', 'ini', 'atau', 'di', 'tarik', 'ke', 'rekening', 'saya', 'kasih', 'kalau', 'sudah', 'bisa', 'tarik', 'ke', 'rekening']",sudah daftar dan dapat pok ribu tetapi belum bisa pakai all ini atau di tarik ke rekening saya kasih kalau sudah bisa tarik ke rekening
1908950e-b0d5-48df-8259-54c110f2e594,Yoga M ridwan,https://play-lh.googleusercontent.com/a/ACg8ocJ3Lkh7QshS6GkzxuhSUSujbeBriVaeSPWaS7itGnttwJmcSg=mo,Aplikasi susah dimengerti,1,0,,2023-05-04 12:40:22,"Hi kak Yoga M ridwan, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-05-05 20:12:28,,negative,aplikasi susah dimengerti,aplikasi susah dimengerti,"['aplikasi', 'susah', 'dimengerti']","['aplikasi', 'susah', 'dimengerti']",aplikasi susah dimengerti,"['aplikasi', 'susah', 'mengerti']",aplikasi susah mengerti
a8f67d17-11ed-4728-95a7-eb34e96bc45d,BOCAH NGETRIP,https://play-lh.googleusercontent.com/a/ACg8ocIm6hGKOVPEx2-_QgpPfwADIMSsR19Os9nC5zjrRD_41mwP9g=mo,Rp 100.000 ribu dalam bentuk poin hahah. dipake pun gabisa full cairnya cuma bisa 8.800 . terjadi kesalahan terus menerus. benerin dulu deh aplikasinya nyesel donlot inimah,1,21,4.3.4,2023-05-03 10:32:02,"Hi BOCAH NGETRIP, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-05-04 09:43:28,4.3.4,negative,rp 100.000 ribu dalam bentuk poin hahah. dipake pun gabisa full cairnya cuma bisa 8.800 . terjadi kesalahan terus menerus. benerin dulu deh aplikasinya nyesel donlot inimah,rp ribu dalam bentuk poin hahah dipake pun gabisa full cairnya cuma bisa terjadi kesalahan terus menerus benerin dulu deh aplikasinya nyesel donlot inimah,"['rp', 'ribu', 'dalam', 'bentuk', 'poin', 'hahah', 'dipake', 'pun', 'gabisa', 'full', 'cairnya', 'cuma', 'bisa', 'terjadi', 'kesalahan', 'terus', 'menerus', 'benerin', 'dulu', 'deh', 'aplikasinya', 'nyesel', 'donlot', 'inimah']","['rp', 'ribu', 'dalam', 'bentuk', 'pokan', 'hahah', 'dipakai', 'pun', 'tidak', 'bisa', 'full', 'cairnya', 'cuma', 'bisa', 'terjadi', 'kesalahan', 'terus', 'menerus', 'perbaiki', 'dulu', 'deh', 'aplikasinya', 'menyesal', 'download', 'ini', 'mah']",rp ribu dalam bentuk pokan hahah dipakai pun tidak bisa full cairnya cuma bisa terjadi kesalahan terus menerus perbaiki dulu deh aplikasinya menyesal download ini mah,"['rp', 'ribu', 'dalam', 'bentuk', 'pok', 'hahah', 'pakai', 'pun', 'tidak', 'bisa', 'full', 'cair', 'cuma', 'bisa', 'terjadi', 'salah', 'terus', 'terus', 'perbaiki', 'dulu', 'deh', 'aplikasi', 'sesal', 'download', 'ini', 'mah']",rp ribu dalam bentuk pok hahah pakai pun tidak bisa full cair cuma bisa terjadi salah terus terus perbaiki dulu deh aplikasi sesal download ini mah
cb9a574b-ee64-4062-adce-cd5e74aa6ee4,nin dit,https://play-lh.googleusercontent.com/a/ACg8ocL6-WoTjzY-4c-8n9CaAs8lVDtPuP8DUgkNoNGwAZFI-IgRdg=mo,"kerenn, semoga kedepannya bisa lebih bagus lagi",5,16,4.3.4,2023-05-02 12:51:11,"Hi Kak nin dit, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-05-05 20:14:51,4.3.4,positive,"kerenn, semoga kedepannya bisa lebih bagus lagi",kerenn semoga kedepannya bisa lebih bagus lagi,"['kerenn', 'semoga', 'kedepannya', 'bisa', 'lebih', 'bagus', 'lagi']","['keren', 'semoga', 'kedepannya', 'bisa', 'lebih', 'bagus', 'lagi']",keren semoga kedepannya bisa lebih bagus lagi,"['keren', 'semoga', 'depan', 'bisa', 'lebih', 'bagus', 'lagi']",keren semoga depan bisa lebih bagus lagi
c0de6d91-1d36-4a5b-921c-8a8f2df4d33b,Yuda Aldi,https://play-lh.googleusercontent.com/a/ACg8ocL0bRMMm6_Zom-yg3PPzu6jgnXixLlC_8IjwkSysLT0pvxz4w=mo,Aplikasi yang mempermudah untuk memesan makanan dan antar jemput kemarin dapet 100 ribu terimakasih jogjakita,5,22,4.3.4,2023-05-02 12:43:21,"Hi Kak Yuda Aldi, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-05-05 20:14:31,4.3.4,positive,aplikasi yang mempermudah untuk memesan makanan dan antar jemput kemarin dapet 100 ribu terimakasih jogjakita,aplikasi yang mempermudah untuk memesan makanan dan antar jemput kemarin dapet ribu terimakasih jogjakita,"['aplikasi', 'yang', 'mempermudah', 'untuk', 'memesan', 'makanan', 'dan', 'antar', 'jemput', 'kemarin', 'dapet', 'ribu', 'terimakasih', 'jogjakita']","['aplikasi', 'yang', 'mempermudah', 'untuk', 'pesan', 'makanan', 'dan', 'antar', 'jemput', 'kemarkan', 'dapat', 'ribu', 'terima', 'kasih', 'jogjakita']",aplikasi yang mempermudah untuk pesan makanan dan antar jemput kemarkan dapat ribu terima kasih jogjakita,"['aplikasi', 'yang', 'mudah', 'untuk', 'pesan', 'makan', 'dan', 'antar', 'jemput', 'mar', 'dapat', 'ribu', 'terima', 'kasih', 'jogjakita']",aplikasi yang mudah untuk pesan makan dan antar jemput mar dapat ribu terima kasih jogjakita
6870dcda-220e-4132-997b-40c9fc349c55,Daud Fun,https://play-lh.googleusercontent.com/a-/ALV-UjVv0T_NLibZVDaJ8taHJ7s0cH6-eXXWzCSBytVDlaMhdtCi3sSH,lumayan bagus dan sukses selalu jogja kita,5,15,4.3.4,2023-05-02 10:43:56,"Hi Kak Daud Fun, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-05-05 20:17:54,4.3.4,positive,lumayan bagus dan sukses selalu jogja kita,lumayan bagus dan sukses selalu jogja kita,"['lumayan', 'bagus', 'dan', 'sukses', 'selalu', 'jogja', 'kita']","['lumayan', 'bagus', 'dan', 'sukses', 'selalu', 'jogjakita']",lumayan bagus dan sukses selalu jogjakita,"['lumayan', 'bagus', 'dan', 'sukses', 'selalu', 'jogjakita']",lumayan bagus dan sukses selalu jogjakita
9963f1c3-24b3-4403-a2a0-b1b4d69bc221,den bogel,https://play-lh.googleusercontent.com/a-/ALV-UjWei313kD2PFp1SREPeTh0VM3yPXiHnciAdkzzYSine2xjU3P0,"driver nya ramah ramah, full suport untuk aplikasi On demand satu ini... lokal pride jogja",5,27,4.3.3,2023-05-02 09:03:17,"Hi Kak den bogel, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-05-05 20:19:42,4.3.3,positive,"driver nya ramah ramah, full suport untuk aplikasi on demand satu ini... lokal pride jogja",driver nya ramah ramah full suport untuk aplikasi on demand satu ini lokal pride jogja,"['driver', 'nya', 'ramah', 'ramah', 'full', 'suport', 'untuk', 'aplikasi', 'on', 'demand', 'satu', 'ini', 'lokal', 'pride', 'jogja']","['driver', 'nya', 'ramah', 'ramah', 'full', 'dukung', 'untuk', 'aplikasi', 'on', 'demand', 'satu', 'ini', 'lokal', 'pride', 'jogja']",driver nya ramah ramah full dukung untuk aplikasi on demand satu ini lokal pride jogja,"['driver', 'nya', 'ramah', 'ramah', 'full', 'dukung', 'untuk', 'aplikasi', 'on', 'demand', 'satu', 'ini', 'lokal', 'pride', 'jogja']",driver nya ramah ramah full dukung untuk aplikasi on demand satu ini lokal pride jogja
0a1324f0-87cc-4c0c-9195-865f05d42c15,Putri Puspita Rini,https://play-lh.googleusercontent.com/a-/ALV-UjXUEhRhAf4LCW-gMSDa5R4vK477znkBBeKpAxf4EVoJRkhhgc8,"Driver sering liat pakai atribut lain bukan jogkit,info dr driver,driver kumpul d satu ttitik saja tdk menyebar jd lokasi yg jarang order dpt driver jauh",5,18,4.3.4,2023-04-29 15:13:22,"Hi Kak Putri Puspita Rini, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-04-29 15:28:05,4.3.4,negative,"driver sering liat pakai atribut lain bukan jogkit,info dr driver,driver kumpul d satu ttitik saja tdk menyebar jd lokasi yg jarang order dpt driver jauh",driver sering liat pakai atribut lain bukan jogkit info dr driver driver kumpul d satu ttitik saja tdk menyebar jd lokasi yg jarang order dpt driver jauh,"['driver', 'sering', 'liat', 'pakai', 'atribut', 'lain', 'bukan', 'jogkit', 'info', 'dr', 'driver', 'driver', 'kumpul', 'd', 'satu', 'ttitik', 'saja', 'tdk', 'menyebar', 'jd', 'lokasi', 'yg', 'jarang', 'order', 'dpt', 'driver', 'jauh']","['driver', 'sering', 'lihat', 'pakai', 'atribut', 'lakan', 'bukan', 'jogjakita', 'info', 'dari', 'driver', 'driver', 'kumpul', 'di', 'satu', 'ttitik', 'saja', 'tidak', 'menyebar', 'jadi', 'lokasi', 'yang', 'jarang', 'order', 'dapat', 'driver', 'jauh']",driver sering lihat pakai atribut lakan bukan jogjakita info dari driver driver kumpul di satu ttitik saja tidak menyebar jadi lokasi yang jarang order dapat driver jauh,"['driver', 'sering', 'lihat', 'pakai', 'atribut', 'lak', 'bukan', 'jogjakita', 'info', 'dari', 'driver', 'driver', 'kumpul', 'di', 'satu', 'ttitik', 'saja', 'tidak', 'sebar', 'jadi', 'lokasi', 'yang', 'jarang', 'order', 'dapat', 'driver', 'jauh']",driver sering lihat pakai atribut lak bukan jogjakita info dari driver driver kumpul di satu ttitik saja tidak sebar jadi lokasi yang jarang order dapat driver jauh
f4a795ec-0628-4526-ae14-4909ad1fdd4d,Cipto 2020,https://play-lh.googleusercontent.com/a-/ALV-UjXtbzi6FggxjkqTGnDs_g0Az55qN-qnwV0QCR1uUUTMv4CsNpHR,map tidak jalan,5,8,4.1.5,2023-04-29 12:14:13,"Hi Kak Cipto 2020, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-04-29 15:27:24,4.1.5,negative,map tidak jalan,map tidak jalan,"['map', 'tidak', 'jalan']","['map', 'tidak', 'jalan']",map tidak jalan,"['map', 'tidak', 'jalan']",map tidak jalan
501576be-f6f4-46a0-81bb-a05fd2aade52,NB Channel,https://play-lh.googleusercontent.com/a/ACg8ocIDL_d6998HdBOXxBEB3Q14hNe5uyxLhTt5_iPcNWz1CLx6gQ=mo,"Apl opo... Iki mau login aja susah banget, buang2 kuota buat download...",1,4,4.3.3,2023-04-24 17:57:59,"Hi Kak NB Channel, terimakasih untuk ulasannya. Jika kakak mengalami kendala, silahkan langsung menghubungi kami di Call Center (WA) : 0823-2619-9946 kami dengan senang hati siap untuk membantu kakak.",2023-04-25 10:58:20,4.3.3,negative,"apl opo... iki mau login aja susah banget, buang2 kuota buat download...",apl opo iki mau login aja susah banget buang kuota buat download ,"['apl', 'opo', 'iki', 'mau', 'login', 'aja', 'susah', 'banget', 'buang', 'kuota', 'buat', 'download']","['aplikasi', 'apa', 'ini', 'mau', 'logkan', 'saja', 'susah', 'banget', 'buang', 'kuota', 'buat', 'download']",aplikasi apa ini mau logkan saja susah banget buang kuota buat download,"['aplikasi', 'apa', 'ini', 'mau', 'log', 'saja', 'susah', 'banget', 'buang', 'kuota', 'buat', 'download']",aplikasi apa ini mau log saja susah banget buang kuota buat download
3f07c273-ca3e-472f-91b0-566b09dbd0d3,Dioo Wisnumurti 18,https://play-lh.googleusercontent.com/a-/ALV-UjWtqwGdS45myhC7gg-9RJSleBDGSSOhbm6OjLi1kpzThjIC4hTH,nyaman murah,5,9,4.3.3,2023-04-23 23:06:52,"Hi Kak Dioo, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-04-24 09:04:54,4.3.3,positive,nyaman murah,nyaman murah,"['nyaman', 'murah']","['nyaman', 'murah']",nyaman murah,"['nyaman', 'murah']",nyaman murah
69a1fd5f-983b-423d-a693-6656f078f2dc,Depi Yikwa,https://play-lh.googleusercontent.com/a-/ALV-UjVbaMnH4L1JjX2GUPsIWj1AktzRoYuC3ROS7CE8BsmquVrL_XjzXg,baik,5,3,4.3.3,2023-04-23 13:34:47,"Hi Kak Depi Yikwa, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-04-23 14:38:03,4.3.3,positive,baik,baik,['baik'],['baik'],baik,['baik'],baik
85917a55-9fa1-43e2-b168-cb44908c5cc8,Dina Hardiana,https://play-lh.googleusercontent.com/a/ACg8ocLsOtYcwmhSvp7e8pI0wvoazVeNHvHDp5hKnAxmPXK1g_HW2g=mo,tetap semangat dalam membangun aplikasinya...semoga semakin akan lebih baik,5,24,4.1.8,2023-03-28 20:33:41,"Hi Kak Dina Hardiana, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-03-29 09:58:42,4.1.8,positive,tetap semangat dalam membangun aplikasinya...semoga semakin akan lebih baik,tetap semangat dalam membangun aplikasinya semoga semakin akan lebih baik,"['tetap', 'semangat', 'dalam', 'membangun', 'aplikasinya', 'semoga', 'semakin', 'akan', 'lebih', 'baik']","['tetap', 'semangat', 'dalam', 'membangun', 'aplikasinya', 'semoga', 'semakkan', 'akan', 'lebih', 'baik']",tetap semangat dalam membangun aplikasinya semoga semakkan akan lebih baik,"['tetap', 'semangat', 'dalam', 'bangun', 'aplikasi', 'semoga', 'semak', 'akan', 'lebih', 'baik']",tetap semangat dalam bangun aplikasi semoga semak akan lebih baik
7f67cbf2-c52c-4c20-bb5a-9d2e606329f7,Hafidza F. Fakhrana,https://play-lh.googleusercontent.com/a-/ALV-UjUZMId9HhXK4vrdh8bh_tA5dwVBgNLm_kTHzEYE_cLjuce0zjFB,"Udh bgs krn memberdayakan disabilitas jg, hrgny udh mrh. Sejauh ini hanya ada bbrapa yg harus di perbaiki mulai dari maps yg kadang masih susah cari alamat trus klo dlm keadaan maps jauh titiknya kyk gak sesuai jd harus di zoom utk memastikan lokasinya betul, driver nya agak lama dimana pesan mengatakan bahwa pesanan di terima tp gak jalan² yg akhirnya jd washting time lumayan cukup lama saranku klo pesanan udh di terima itu sekalian klo driver juga udh memastikan jalan menuju tempat penjemputan",4,6,,2023-03-28 07:44:28,"Hi Kak Hafidza F. Fakhrana, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan ! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-03-28 18:35:00,,positive,"udh bgs krn memberdayakan disabilitas jg, hrgny udh mrh. sejauh ini hanya ada bbrapa yg harus di perbaiki mulai dari maps yg kadang masih susah cari alamat trus klo dlm keadaan maps jauh titiknya kyk gak sesuai jd harus di zoom utk memastikan lokasinya betul, driver nya agak lama dimana pesan mengatakan bahwa pesanan di terima tp gak jalan² yg akhirnya jd washting time lumayan cukup lama saranku klo pesanan udh di terima itu sekalian klo driver juga udh memastikan jalan menuju tempat penjemputan",udh bgs krn memberdayakan disabilitas jg hrgny udh mrh sejauh ini hanya ada bbrapa yg harus di perbaiki mulai dari maps yg kadang masih susah cari alamat trus klo dlm keadaan maps jauh titiknya kyk gak sesuai jd harus di zoom utk memastikan lokasinya betul driver nya agak lama dimana pesan mengatakan bahwa pesanan di terima tp gak jalan yg akhirnya jd washting time lumayan cukup lama saranku klo pesanan udh di terima itu sekalian klo driver juga udh memastikan jalan menuju tempat penjemputan,"['udh', 'bgs', 'krn', 'memberdayakan', 'disabilitas', 'jg', 'hrgny', 'udh', 'mrh', 'sejauh', 'ini', 'hanya', 'ada', 'bbrapa', 'yg', 'harus', 'di', 'perbaiki', 'mulai', 'dari', 'maps', 'yg', 'kadang', 'masih', 'susah', 'cari', 'alamat', 'trus', 'klo', 'dlm', 'keadaan', 'maps', 'jauh', 'titiknya', 'kyk', 'gak', 'sesuai', 'jd', 'harus', 'di', 'zoom', 'utk', 'memastikan', 'lokasinya', 'betul', 'driver', 'nya', 'agak', 'lama', 'dimana', 'pesan', 'mengatakan', 'bahwa', 'pesanan', 'di', 'terima', 'tp', 'gak', 'jalan', 'yg', 'akhirnya', 'jd', 'washting', 'time', 'lumayan', 'cukup', 'lama', 'saranku', 'klo', 'pesanan', 'udh', 'di', 'terima', 'itu', 'sekalian', 'klo', 'driver', 'juga', 'udh', 'memastikan', 'jalan', 'menuju', 'tempat', 'penjemputan']","['sudah', 'bagus', 'karena', 'memberdayakan', 'disabilitas', 'juga', 'harganya', 'sudah', 'murah', 'sejauh', 'ini', 'hanya', 'ada', 'bbrapa', 'yang', 'harus', 'di', 'perbaiki', 'mulai', 'dari', 'maps', 'yang', 'kadang', 'masih', 'susah', 'cari', 'alamat', 'terus', 'kalau', 'dalam', 'keadaan', 'maps', 'jauh', 'titiknya', 'kayak', 'tidak', 'sesuai', 'jadi', 'harus', 'di', 'zoom', 'untuk', 'memastikan', 'lokasinya', 'betul', 'driver', 'nya', 'agak', 'lama', 'dimana', 'pesan', 'mengatakan', 'bahwa', 'pesanan', 'di', 'terima', 'tetapi', 'tidak', 'jalan', 'yang', 'akhirnya', 'jadi', 'buang', 'waktu', 'lumayan', 'cukup', 'lama', 'saranku', 'kalau', 'pesanan', 'sudah', 'di', 'terima', 'itu', 'sekalian', 'kalau', 'driver', 'juga', 'sudah', 'memastikan', 'jalan', 'menuju', 'tempat', 'penjemputan']",sudah bagus karena memberdayakan disabilitas juga harganya sudah murah sejauh ini hanya ada bbrapa yang harus di perbaiki mulai dari maps yang kadang masih susah cari alamat terus kalau dalam keadaan maps jauh titiknya kayak tidak sesuai jadi harus di zoom untuk memastikan lokasinya betul driver nya agak lama dimana pesan mengatakan bahwa pesanan di terima tetapi tidak jalan yang akhirnya jadi buang waktu lumayan cukup lama saranku kalau pesanan sudah di terima itu sekalian kalau driver juga sudah memastikan jalan menuju tempat penjemputan,"['sudah', 'bagus', 'karena', 'daya', 'disabilitas', 'juga', 'harga', 'sudah', 'murah', 'sejauh', 'ini', 'hanya', 'ada', 'bbrapa', 'yang', 'harus', 'di', 'perbaiki', 'mulai', 'dari', 'maps', 'yang', 'kadang', 'masih', 'susah', 'cari', 'alamat', 'terus', 'kalau', 'dalam', 'ada', 'maps', 'jauh', 'titik', 'kayak', 'tidak', 'sesuai', 'jadi', 'harus', 'di', 'zoom', 'untuk', 'pasti', 'lokasi', 'betul', 'driver', 'nya', 'agak', 'lama', 'mana', 'pesan', 'kata', 'bahwa', 'pesanan', 'di', 'terima', 'tetapi', 'tidak', 'jalan', 'yang', 'akhir', 'jadi', 'buang', 'waktu', 'lumayan', 'cukup', 'lama', 'saran', 'kalau', 'pesanan', 'sudah', 'di', 'terima', 'itu', 'sekalian', 'kalau', 'driver', 'juga', 'sudah', 'pasti', 'jalan', 'tuju', 'tempat', 'jemput']",sudah bagus karena daya disabilitas juga harga sudah murah sejauh ini hanya ada bbrapa yang harus di perbaiki mulai dari maps yang kadang masih susah cari alamat terus kalau dalam ada maps jauh titik kayak tidak sesuai jadi harus di zoom untuk pasti lokasi betul driver nya agak lama mana pesan kata bahwa pesanan di terima tetapi tidak jalan yang akhir jadi buang waktu lumayan cukup lama saran kalau pesanan sudah di terima itu sekalian kalau driver juga sudah pasti jalan tuju tempat jemput
524213f1-b17d-4981-ba0a-11753fc622e1,Bandi Uni,https://play-lh.googleusercontent.com/a/ACg8ocLVPhsHFf9Yde7FE_CmkBcAQnt7AX5b6l-boJjrB8xy6EkROg=mo,terimakasih pak sangat 👍,5,4,4.1.6,2023-03-17 06:57:31,"Hi Kak Bandi Uni, terimakasih untuk ulasannya. JogjaKita adalah platform sosial media pertama dengan on-demand services terlengkap. JogjaKita juga membantu membagikan istimewamu & istimewanya Jogja ke banyak orang. Buat hari-harimu jadi lebih mudah & menyenangkan ! Yuk ajak semua menggunakan aplikasi JogjaKita ya!! #TunjukkanIstimewamu!",2023-03-17 09:41:46,4.1.6,positive,terimakasih pak sangat 👍,terimakasih pak sangat ,"['terimakasih', 'pak', 'sangat']","['terima', 'kasih', 'pak', 'sangat']",terima kasih pak sangat,"['terima', 'kasih', 'pak', 'sangat']",terima kasih pak sangat
